"NHS.region","Start.date","End.date","Central.estimate","Lower.bound","Upper.bound","Test","Median.mean","Min.age","Max.age","Data.source","N.tests"
"South West","23 November 2020","23 November 2020","0.540702434742163%","0.431658420210758%","0.659336432111953%","","","","","ONS-CIS",""
"South West","24 November 2020","24 November 2020","0.515997810613753%","0.411645195419031%","0.630902099840403%","","","","","ONS-CIS",""
"South West","25 November 2020","25 November 2020","0.493285185093901%","0.394280608077838%","0.603655750806896%","","","","","ONS-CIS",""
"South West","26 November 2020","26 November 2020","0.472839834257089%","0.37732954980762%","0.580273230269584%","","","","","ONS-CIS",""
"South West","27 November 2020","27 November 2020","0.454841128874132%","0.36262377677137%","0.560813110632813%","","","","","ONS-CIS",""
"South West","28 November 2020","28 November 2020","0.439376949850164%","0.347647496158848%","0.545854740160773%","","","","","ONS-CIS",""
"South West","29 November 2020","29 November 2020","0.426452467823054%","0.334882282910383%","0.531632186892898%","","","","","ONS-CIS",""
"South West","30 November 2020","30 November 2020","0.416003367289439%","0.323443742031095%","0.521769971480656%","","","","","ONS-CIS",""
"South West","01 December 2020","01 December 2020","0.407912710278929%","0.315368437751728%","0.512981003246619%","","","","","ONS-CIS",""
"South West","02 December 2020","02 December 2020","0.402029844834448%","0.306841271866217%","0.508134133215497%","","","","","ONS-CIS",""
"South West","03 December 2020","03 December 2020","0.398189175442423%","0.303027219317982%","0.505979738765988%","","","","","ONS-CIS",""
"South West","04 December 2020","04 December 2020","0.396226304096146%","0.302181901456758%","0.503727796659443%","","","","","ONS-CIS",""
"South West","05 December 2020","05 December 2020","0.395989155373487%","0.30304938898794%","0.506279428512677%","","","","","ONS-CIS",""
"South West","06 December 2020","06 December 2020","0.397342381607588%","0.301317808803182%","0.508520863793792%","","","","","ONS-CIS",""
"South West","07 December 2020","07 December 2020","0.400164686344501%","0.301678536622918%","0.515687985944022%","","","","","ONS-CIS",""
"South West","08 December 2020","08 December 2020","0.404340591252775%","0.297403508247638%","0.530514517205723%","","","","","ONS-CIS",""
"South West","09 December 2020","09 December 2020","0.40975026930364%","0.291489006007575%","0.551793747323608%","","","","","ONS-CIS",""
"South West","10 December 2020","10 December 2020","0.416262899110008%","0.281704602050349%","0.579224243511251%","","","","","ONS-CIS",""
"South West","11 December 2020","11 December 2020","0.423740072053525%","0.27241846571782%","0.616127718755117%","","","","","ONS-CIS",""
"South West","12 December 2020","12 December 2020","0.432055753731506%","0.260659860523993%","0.658583487359571%","","","","","ONS-CIS",""
"North East and Yorkshire","01/05/2020","01/06/2020","0.0978151088283117%","0.0439075544141558%","0.217352880899091%","RT-PCR","","5","","REACT-1.Round.1.unweighted","6499.57423921953"
"North West","01/05/2020","01/06/2020","0.15%","0.1%","0.23%","RT-PCR","","5","","REACT-1.Round.1.unweighted","15645"
"Midlands","01/05/2020","01/06/2020","0.155018253201347%","0.0980146025610777%","0.236029205122155%","RT-PCR","","5","","REACT-1.Round.1.unweighted","12563.1061580018"
"East of England","01/05/2020","01/06/2020","0.10595593873215%","0.0659559387321498%","0.16476475098572%","RT-PCR","","5","","REACT-1.Round.1.unweighted","18735.2269415167"
"London","01/05/2020","01/06/2020","0.2%","0.13%","0.31%","RT-PCR","","5","","REACT-1.Round.1.unweighted","10488"
"South East","01/05/2020","01/06/2020","0.15%","0.11%","0.2%","RT-PCR","","5","","REACT-1.Round.1.unweighted","27145"
"South West","01/05/2020","01/06/2020","0.06%","0.03%","0.12%","RT-PCR","","5","","REACT-1.Round.1.unweighted","10692"
"North East and Yorkshire","19/06/2020","07/07/2020","0.0443697823433766%","0.0182773367575325%","0.118277336757532%","RT-PCR","","5","","REACT-1.Round.2.unweighted","8595.80210130276"
"North West","19/06/2020","07/07/2020","0.09%","0.05%","0.14%","RT-PCR","","5","","REACT-1.Round.2.unweighted","18615"
"Midlands","19/06/2020","07/07/2020","0.0840073012805389%","0.0470036506402694%","0.138014602561078%","RT-PCR","","5","","REACT-1.Round.2.unweighted","16666.6804382596"
"East of England","19/06/2020","07/07/2020","0.06880881225357%","0.04880881225357%","0.11642643676071%","RT-PCR","","5","","REACT-1.Round.2.unweighted","24488.376368267"
"London","19/06/2020","07/07/2020","0.15%","0.1%","0.22%","RT-PCR","","5","","REACT-1.Round.2.unweighted","15750"
"South East","19/06/2020","07/07/2020","0.06%","0.04%","0.09%","RT-PCR","","5","","REACT-1.Round.2.unweighted","34748"
"South West","19/06/2020","07/07/2020","0.08%","0.05%","0.14%","RT-PCR","","5","","REACT-1.Round.2.unweighted","15093"
"North East and Yorkshire","24/07/2020","11/08/2020","0.0382773367575325%","0.0182773367575325%","0.112184891171688%","RT-PCR","","5","","REACT-1.Round.3.unweighted","8914.25231921381"
"North West","24/07/2020","11/08/2020","0.05%","0.03%","0.09%","RT-PCR","","5","","REACT-1.Round.3.unweighted","19577"
"Midlands","24/07/2020","11/08/2020","0.0329963493597306%","0.0129963493597306%","0.08%","RT-PCR","","5","","REACT-1.Round.3.unweighted","16897.3235158148"
"East of England","24/07/2020","11/08/2020","0.02880881225357%","0.01%","0.0576176245071401%","RT-PCR","","5","","REACT-1.Round.3.unweighted","25120.1979014178"
"London","24/07/2020","11/08/2020","0.05%","0.02%","0.1%","RT-PCR","","5","","REACT-1.Round.3.unweighted","15062"
"South East","24/07/2020","11/08/2020","0.02%","0.01%","0.04%","RT-PCR","","5","","REACT-1.Round.3.unweighted","36118"
"South West","24/07/2020","11/08/2020","0.02%","0.01%","0.06%","RT-PCR","","5","","REACT-1.Round.3.unweighted","15650"
"North East and Yorkshire","20/08/2020","08/09/2020","0.166092445585844%","0.0982773367575325%","0.281722663242468%","RT-PCR","","5","","REACT-1.Round.4.unweighted","8395.06681321285"
"North West","20/08/2020","08/09/2020","0.17%","0.12%","0.24%","RT-PCR","","5","","REACT-1.Round.4.unweighted","17214"
"Midlands","20/08/2020","08/09/2020","0.0640073012805389%","0.0370036506402694%","0.118014602561078%","RT-PCR","","5","","REACT-1.Round.4.unweighted","15962.470664161"
"East of England","20/08/2020","08/09/2020","0.06880881225357%","0.04880881225357%","0.11642643676071%","RT-PCR","","5","","REACT-1.Round.4.unweighted","24309.067939392"
"London","20/08/2020","08/09/2020","0.1%","0.06%","0.16%","RT-PCR","","5","","REACT-1.Round.4.unweighted","15001"
"South East","20/08/2020","08/09/2020","0.06%","0.04%","0.09%","RT-PCR","","5","","REACT-1.Round.4.unweighted","34877"
"South West","20/08/2020","08/09/2020","0.07%","0.04%","0.13%","RT-PCR","","5","","REACT-1.Round.4.unweighted","14673"
"North East and Yorkshire","18/09/2020","05/10/2020","0.925966197111428%","0.638151088283117%","1.2176888603539%","RT-PCR","","5","","REACT-1.Round.5.weighted","9721.41603234437"
"North West","18/09/2020","05/10/2020","1.21%","0.99%","1.43%","RT-PCR","","5","","REACT-1.Round.5.weighted","19468"
"Midlands","18/09/2020","05/10/2020","0.588014602561078%","0.377978096158383%","0.791047458323503%","RT-PCR","","5","","REACT-1.Round.5.weighted","18007.1724343944"
"East of England","18/09/2020","05/10/2020","0.29880881225357%","0.22119118774643%","0.36880881225357%","RT-PCR","","5","","REACT-1.Round.5.weighted","27277.296523073"
"London","18/09/2020","05/10/2020","0.54%","0.4%","0.68%","RT-PCR","","5","","REACT-1.Round.5.weighted","17500"
"South East","18/09/2020","05/10/2020","0.29%","0.23%","0.36%","RT-PCR","","5","","REACT-1.Round.5.weighted","39496"
"South West","18/09/2020","05/10/2020","0.33%","0.22%","0.44%","RT-PCR","","5","","REACT-1.Round.5.weighted","16260"
"North East and Yorkshire","16/10/2020","02/11/2020","1.99567298362507%","1.61474852776662%","2.45050499389766%","RT-PCR","","5","","REACT-1.Round.6.weighted","8801.445353693"
"North West","16/10/2020","02/11/2020","2.39%","2.1%","2.73%","RT-PCR","","5","","REACT-1.Round.6.weighted","17866"
"Midlands","16/10/2020","02/11/2020","1.48812412176916%","1.14704015704296%","1.92624824353832%","RT-PCR","","5","","REACT-1.Round.6.weighted","16538.0567366412"
"East of England","16/10/2020","02/11/2020","0.69%","0.57357356323929%","0.82642643676071%","RT-PCR","","5","","REACT-1.Round.6.weighted","24771.5631124579"
"London","16/10/2020","02/11/2020","0.97%","0.79%","1.18%","RT-PCR","","5","","REACT-1.Round.6.weighted","15757"
"South East","16/10/2020","02/11/2020","0.69%","0.6%","0.8%","RT-PCR","","5","","REACT-1.Round.6.weighted","36164"
"South West","16/10/2020","02/11/2020","0.8%","0.64%","0.99%","RT-PCR","","5","","REACT-1.Round.6.weighted","15295"
"North East and Yorkshire","16/10/2020","25/10/2020","2.11432906580584%","1.61983303498805%","2.77319487896701%","RT-PCR","","5","","REACT-1.Round.6a.weighted","5063.00245931709"
"North West","16/10/2020","25/10/2020","2.27%","1.9%","2.72%","RT-PCR","","5","","REACT-1.Round.6a.weighted","10035"
"Midlands","16/10/2020","25/10/2020","1.49415332689132%","1.02902555448189%","2.18437236530748%","RT-PCR","","5","","REACT-1.Round.6a.weighted","9040.53833872289"
"East of England","16/10/2020","25/10/2020","0.62927931028213%","0.47642643676071%","0.829749808310691%","RT-PCR","","5","","REACT-1.Round.6a.weighted","13416.6473227134"
"London","16/10/2020","25/10/2020","0.89%","0.66%","1.19%","RT-PCR","","5","","REACT-1.Round.6a.weighted","7299"
"South East","16/10/2020","25/10/2020","0.55%","0.45%","0.68%","RT-PCR","","5","","REACT-1.Round.6a.weighted","19367"
"South West","16/10/2020","25/10/2020","0.72%","0.52%","0.99%","RT-PCR","","5","","REACT-1.Round.6a.weighted","7690"
"North East and Yorkshire","26/10/2020","02/11/2020","1.83126043531325%","1.33%","2.52596619711143%","RT-PCR","","5","","REACT-1.Round.6b.weighted","3738.83364981733"
"North West","26/10/2020","02/11/2020","2.53%","2.09%","3.06%","RT-PCR","","5","","REACT-1.Round.6b.weighted","7831"
"Midlands","26/10/2020","02/11/2020","1.48509126600674%","1.05400730128054%","2.09924459289805%","RT-PCR","","5","","REACT-1.Round.6b.weighted","7497.51839791832"
"East of England","26/10/2020","02/11/2020","0.7519118774643%","0.58548544070359%","0.96714712647858%","RT-PCR","","5","","REACT-1.Round.6b.weighted","11355.7966709698"
"London","26/10/2020","02/11/2020","1.03%","0.79%","1.35%","RT-PCR","","5","","REACT-1.Round.6b.weighted","8459"
"South East","26/10/2020","02/11/2020","0.84%","0.7%","1.02%","RT-PCR","","5","","REACT-1.Round.6b.weighted","16797"
"South West","26/10/2020","02/11/2020","0.88%","0.64%","1.2%","RT-PCR","","5","","REACT-1.Round.6b.weighted","7608"
"North East and Yorkshire","13/11/2020","03/12/2020","1.12886581316117%","0.861050704332857%","1.49012624847442%","RT-PCR","","5","","REACT-1.Round.7.weighted","9093.9081964515"
"North West","13/11/2020","03/12/2020","1.02%","0.83%","1.24%","RT-PCR","","5","","REACT-1.Round.7.weighted","18337"
"Midlands","13/11/2020","03/12/2020","1.22501825320135%","0.964981746798653%","1.55007301280539%","RT-PCR","","5","","REACT-1.Round.7.weighted","17627.9205402158"
"East of England","13/11/2020","03/12/2020","0.597867816196449%","0.489059003942879%","0.72548544070359%","RT-PCR","","5","","REACT-1.Round.7.weighted","26255.2345305951"
"London","13/11/2020","03/12/2020","1.09%","0.89%","1.32%","RT-PCR","","5","","REACT-1.Round.7.weighted","15566"
"South East","13/11/2020","03/12/2020","0.73%","0.63%","0.84%","RT-PCR","","5","","REACT-1.Round.7.weighted","38296"
"South West","13/11/2020","03/12/2020","0.58%","0.45%","0.76%","RT-PCR","","5","","REACT-1.Round.7.weighted","16636"
"North East and Yorkshire","13/11/2020","24/11/2020","0.994160051362987%","0.694160051362987%","1.43495825874701%","RT-PCR","","5","","REACT-1.Round.7a.weighted","5810.73449552561"
"North West","13/11/2020","24/11/2020","1.08%","0.86%","1.35%","RT-PCR","","5","","REACT-1.Round.7a.weighted","11776"
"Midlands","13/11/2020","24/11/2020","1.46610221792754%","1.10704015704296%","1.94119348393428%","RT-PCR","","5","","REACT-1.Round.7a.weighted","11517.7688939276"
"East of England","13/11/2020","24/11/2020","0.587867816196449%","0.450250191689309%","0.76310306521073%","RT-PCR","","5","","REACT-1.Round.7a.weighted","16662.9020364522"
"London","13/11/2020","24/11/2020","0.98%","0.75%","1.28%","RT-PCR","","5","","REACT-1.Round.7a.weighted","8659"
"South East","13/11/2020","24/11/2020","0.72%","0.6%","0.86%","RT-PCR","","5","","REACT-1.Round.7a.weighted","23998"
"South West","13/11/2020","24/11/2020","0.62%","0.43%","0.88%","RT-PCR","","5","","REACT-1.Round.7a.weighted","9436"
"North East and Yorkshire","25/11/2020","03/12/2020","1.33920179261597%","0.871386683787662%","2.05827733675753%","RT-PCR","","5","","REACT-1.Round.7b.weighted","3283.17370092588"
"North West","25/11/2020","03/12/2020","0.92%","0.63%","1.33%","RT-PCR","","5","","REACT-1.Round.7b.weighted","6561"
"Midlands","25/11/2020","03/12/2020","0.808879528871109%","0.537868576950301%","1.22591968591407%","RT-PCR","","5","","REACT-1.Round.7b.weighted","6110.15164628815"
"East of England","25/11/2020","03/12/2020","0.609059003942879%","0.449059003942879%","0.82667662845002%","RT-PCR","","5","","REACT-1.Round.7b.weighted","9592.57073169217"
